Unnamed: 0,candidate_id,womens_rights_count,womens_rights_average_favorites,womens_rights_sum_favorites,womens_rights_average_retweets,womens_rights_sum_retweets,familycare_count,familycare_average_favorites,familycare_sum_favorites,familycare_average_retweets,familycare_sum_retweets,education_count,education_average_favorites,education_sum_favorites,education_average_retweets,education_sum_retweets,healthcare_count,healthcare_average_favorites,healthcare_sum_favorites,healthcare_average_retweets,healthcare_sum_retweets,military_count,military_average_favorites,military_sum_favorites,military_average_retweets,military_sum_retweets,economics_count,economics_average_favorites,economics_sum_favorites,economics_average_retweets,economics_sum_retweets,foreign_affairs_count,foreign_affairs_average_favorites,foreign_affairs_sum_favorites,foreign_affairs_average_retweets,foreign_affairs_sum_retweets,policing_count,policing_average_favorites,policing_sum_favorites,policing_average_retweets,policing_sum_retweets,covid_count,covid_average_favorites,covid_sum_favorites,covid_average_retweets,covid_sum_retweets,total_candidate_favorites,total_candidate_retweets,mean_candidate_favorites,mean_candidate_retweets,total_tweets,party,gender,masculine_count,feminine_count,masculine_total_engagement,feminine_total_engagement,masculine_average_engagement,feminine_average_engagement
1012,1563.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,2.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,72,1.0,0.7741935483870968,93,Republican Party,Female,4.0,2.0,3.0,2.0,0.75,1.0
1013,1564.0,0.0,0.0,0.0,0.0,0.0,9.0,18.666666666666668,168.0,2.2222222222222223,20.0,6.0,18.5,111.0,2.6666666666666665,16.0,1.0,7.0,7.0,10.0,10.0,2.0,13.0,26.0,4.5,9.0,14.0,21.071428571428573,295.0,7.071428571428571,99.0,0.0,0.0,0.0,0.0,0.0,4.0,20.75,83.0,5.0,20.0,2.0,51.5,103.0,2.0,4.0,8548,2013,21.210918114143922,4.995037220843672,403,Republican Party,Female,20.0,16.0,532.0,332.0,26.6,20.75
1014,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0,1.5,3.0,1.0,8.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,15.785714285714285,221.0,6.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,67.625,541.0,18.75,150.0,21523,6176,96.51569506726456,27.69506726457399,223,Republican Party,Male,14.0,3.0,305.0,23.0,21.785714285714285,7.666666666666668
1015,1566.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,86.0,10.0,10.0,3.0,11.333333333333336,34.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5480,1602,76.1111111111111,22.25,72,Republican Party,Male,4.0,1.0,136.0,10.0,34.0,10.0
1016,1567.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,236,76,2.034482758620689,0.6551724137931034,116,Republican Party,Male,9.0,4.0,18.0,12.0,2.0,3.0
1017,1568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,6,0.3580246913580247,0.07407407407407407,81,Republican Party,Female,1.0,0.0,0.0,0.0,0.0,
1018,1569.0,0.0,0.0,0.0,0.0,0.0,4.0,11.75,47.0,2.5,10.0,11.0,8.363636363636363,92.0,2.9090909090909087,32.0,5.0,3.4,17.0,2.2,11.0,0.0,0.0,0.0,0.0,0.0,19.0,19.315789473684212,367.0,6.2105263157894735,118.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,51.0,9.666666666666666,29.0,3.0,6.0,18.0,2.6666666666666665,8.0,4181,2116,14.318493150684931,7.2465753424657535,292,Republican Party,Male,22.0,20.0,565.0,209.0,25.681818181818183,10.45
1019,1570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.5,47.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,86,8,2.8666666666666667,0.26666666666666666,30,Republican Party,Male,3.0,0.0,52.0,0.0,17.333333333333332,
1020,1571.0,1.0,1.0,1.0,1.0,1.0,7.0,210.57142857142856,1474.0,25.857142857142854,181.0,2.0,12.5,25.0,4.0,8.0,4.0,40.25,161.0,10.0,40.0,4.0,10.25,41.0,2.5,10.0,16.0,8.3125,133.0,2.625,42.0,1.0,9.0,9.0,5.0,5.0,14.0,15.071428571428573,211.0,4.5,63.0,3.0,7.0,21.0,3.333333333333333,10.0,25897,8798,63.317848410757954,21.511002444987774,409,Republican Party,Male,35.0,14.0,514.0,1891.0,14.685714285714285,135.07142857142858
1021,1572.0,1.0,18.0,18.0,7.0,7.0,1.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1090,702,8.014705882352942,5.161764705882354,136,Republican Party,Female,3.0,2.0,18.0,32.0,6.0,16.0
