Unnamed: 0,candidate_id,womens_rights_count,womens_rights_average_favorites,womens_rights_sum_favorites,womens_rights_average_retweets,womens_rights_sum_retweets,familycare_count,familycare_average_favorites,familycare_sum_favorites,familycare_average_retweets,familycare_sum_retweets,education_count,education_average_favorites,education_sum_favorites,education_average_retweets,education_sum_retweets,healthcare_count,healthcare_average_favorites,healthcare_sum_favorites,healthcare_average_retweets,healthcare_sum_retweets,military_count,military_average_favorites,military_sum_favorites,military_average_retweets,military_sum_retweets,economics_count,economics_average_favorites,economics_sum_favorites,economics_average_retweets,economics_sum_retweets,foreign_affairs_count,foreign_affairs_average_favorites,foreign_affairs_sum_favorites,foreign_affairs_average_retweets,foreign_affairs_sum_retweets,policing_count,policing_average_favorites,policing_sum_favorites,policing_average_retweets,policing_sum_retweets,covid_count,covid_average_favorites,covid_sum_favorites,covid_average_retweets,covid_sum_retweets,total_candidate_favorites,total_candidate_retweets,mean_candidate_favorites,mean_candidate_retweets,total_tweets,party,gender,masculine_count,feminine_count,masculine_total_engagement,feminine_total_engagement,masculine_average_engagement,feminine_average_engagement
954,1944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,3,0.9375,0.1875,16,Republican Party,Male,1.0,2.0,4.0,1.0,4.0,0.5
955,1946.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.375,11.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.7142857142857143,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,2.0,0.0,0.0,204,67,1.4890510948905111,0.489051094890511,137,Republican Party,Female,7.0,12.0,5.0,15.0,0.7142857142857143,1.25
956,1947.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,4.5,9.0,2.0,4.0,5.0,5.8,29.0,1.6,8.0,2.0,4.0,8.0,2.0,4.0,4.0,14.25,57.0,5.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,16.0,3.0,6.0,1061,372,10.717171717171716,3.7575757575757582,99,Republican Party,Male,6.0,8.0,91.0,56.0,15.166666666666664,7.0
957,1952.0,0.0,0.0,0.0,0.0,0.0,5.0,15.8,79.0,1.2,6.0,1.0,22.0,22.0,1.0,1.0,2.0,26.0,52.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,14.8,74.0,4.4,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,44.0,3.25,13.0,2999,791,20.12751677852349,5.308724832214764,149,Republican Party,Male,5.0,8.0,96.0,172.0,19.2,21.5
958,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0,2.0,0.0,2,Republican Party,Male,1.0,0.0,0.0,0.0,0.0,
959,1958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,11,4.0,0.9166666666666666,12,Republican Party,Male,2.0,0.0,0.0,0.0,0.0,
960,1959.0,1.0,112.0,112.0,11.0,11.0,1.0,112.0,112.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.75,15.0,2.0,8.0,453,166,9.06,3.32,50,Republican Party,Male,0.0,3.0,0.0,262.0,,87.33333333333331
961,1962.0,1.0,11.0,11.0,4.0,4.0,1.0,7.0,7.0,3.0,3.0,3.0,2.0,6.0,1.3333333333333333,4.0,4.0,5.25,21.0,4.5,18.0,1.0,0.0,0.0,0.0,0.0,12.0,59.83333333333334,718.0,25.33333333333333,304.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,5.0,1.5,3.0,2.0,576.0,1152.0,198.5,397.0,4987,1794,29.8622754491018,10.742514970059881,167,Republican Party,Male,15.0,9.0,1030.0,74.0,68.66666666666667,8.222222222222221
962,1965.0,1.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2.0,5.5,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,15.0,1.6666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,412,103,7.490909090909091,1.8727272727272728,55,Republican Party,Male,4.0,5.0,25.0,41.0,6.25,8.2
963,1968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,8,0.8461538461538461,0.3076923076923077,26,Republican Party,Male,0.0,1.0,0.0,0.0,,0.0
964,1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0.9444444444444444,0.05555555555555555,18,Independent,Male,2.0,0.0,1.0,0.0,0.5,
965,1972.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0.2352941176470588,0.17647058823529413,17,Independent,Male,1.0,2.0,0.0,0.0,0.0,0.0
966,1973.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.125,9.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,4.0,0.6666666666666666,2.0,137,31,1.5393258426966292,0.34831460674157305,89,Independent,Male,8.0,3.0,13.0,6.0,1.625,2.0
967,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.09090909090909093,0.060606060606060615,33,Libertarian Party,Male,0.0,2.0,0.0,0.0,,0.0
968,1984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,7,2.8823529411764706,0.4117647058823529,17,Libertarian Party,Male,1.0,0.0,0.0,0.0,0.0,
